ID base,Exercício base,Resultado final,Ordem candidato,Nome candidato,Índice de similaridade (não é probabilidade),Equipamento,Grupo catálogo,Diferenças / justificativa,Referências no catálogo,Fonte catálogo
5697,Lombar Máquina,Correspondência forte,1,Lever Back Extension (version 2),95,Leverage machine,"Back, Hips","Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!2236 (ID 2266); Animated GIFs!2125 (ID 226613),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5697,Lombar Máquina,Correspondência forte,2,Lever Back Extension (female),95,Leverage machine,Hips,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!3573 (ID 3607); Animated GIFs!3448 (ID 360713); Videos!2396 (ID 360712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5697,Lombar Máquina,Correspondência forte,3,Lever Back Extension (version 2) (female),95,Leverage machine,Back,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!5015 (ID 5184); Animated GIFs!574 (ID 057313); Animated GIFs!4885 (ID 518413); Videos!477 (ID 057312); Videos!1540 (ID 226612); Videos!3445 (ID 518412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5698,Remada Máquina Aberta,Revisar,1,Lever Seated Row,65,Leverage machine,Back,não descrito no candidato: wide; variação adicional no candidato: seated,Illustrations!1348 (ID 1350); Illustrations!2216 (ID 2246); Illustrations!2235 (ID 2265); Animated GIFs!1334 (ID 135013); Animated GIFs!2124 (ID 226513); Videos!1049 (ID 135012); Videos!1520 (ID 224612); Videos!1539 (ID 226512); Videos!5173 (ID 701712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5698,Remada Máquina Aberta,Revisar,2,Lever Unilateral Row,63,Leverage machine,Back,não descrito no candidato: wide; variação adicional no candidato: unilateral,Illustrations!1311 (ID 1313); Animated GIFs!1297 (ID 131313); Videos!1025 (ID 131312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5698,Remada Máquina Aberta,Revisar,3,Lever High Row (male),56,Leverage machine,Back,não descrito no candidato: wide; variação adicional no candidato: high,Videos!8590 (ID 1063812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5699,Puxada Máquina,Revisar,1,Lever Front Pulldown,78,Leverage machine,Back,variação adicional no candidato: front,Illustrations!580 (ID 0579); Illustrations!5777 (ID 7071); Animated GIFs!580 (ID 057913); Animated GIFs!5641 (ID 707113); Videos!483 (ID 057912); Videos!5227 (ID 707112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5699,Puxada Máquina,Revisar,2,Lever Cross Lat Pulldown (male),74,Leverage machine,Back,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5752 (ID 6881); Animated GIFs!5616 (ID 688113); Videos!5037 (ID 688112); Videos!5333 (ID 717912); Videos!8724 (ID 1077212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5699,Puxada Máquina,Revisar,3,Lever Cable Rear Pulldown,68,Leverage machine,Back,variação adicional no candidato: cable,Illustrations!1861 (ID 1863); Animated GIFs!1844 (ID 186313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5700,Crucifixo Inverso Máquina,Revisar,1,Lever Seated Reverse Fly,79,Leverage machine,Shoulders,variação adicional no candidato: seated,Illustrations!603 (ID 0602); Illustrations!2789 (ID 2822); Animated GIFs!603 (ID 060213); Animated GIFs!2678 (ID 282213); Videos!504 (ID 060212); Videos!1920 (ID 282212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5700,Crucifixo Inverso Máquina,Revisar,2,Lever Seated Reverse Fly (parallel grip),65,Leverage machine,Shoulders,"variação adicional no candidato: neutral, seated",Illustrations!602 (ID 0601); Animated GIFs!602 (ID 060113); Videos!503 (ID 060112); Videos!5157 (ID 700112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5700,Crucifixo Inverso Máquina,Revisar,3,Kettlebell Reverse Fly,47,Kettlebell,Shoulders,equipamento: Leverage machine × Kettlebell; não descrito no candidato: lever; variação adicional no candidato: kettlebell,Videos!4989 (ID 682912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5701,Remada Polia Triângulo Curvada,Revisar,1,Cable Bent Over Row with Bar,84,Cable,Back,não descrito no candidato: v,Illustrations!3962 (ID 4011); Animated GIFs!3833 (ID 401113),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5701,Remada Polia Triângulo Curvada,Revisar,2,Cable Bent Over Row,82,Cable,Back,não descrito no candidato: v,Illustrations!3816 (ID 3859); Animated GIFs!3687 (ID 385913); Videos!2555 (ID 385912); Videos!9145 (ID 1129512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5701,Remada Polia Triângulo Curvada,Revisar,3,Cable Bent-Over Row with Rope Attachment,70,Cable,Back,não descrito no candidato: v; variação adicional no candidato: rope,Illustrations!4308 (ID 4368); Animated GIFs!4179 (ID 436813),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5702,Puxada Polia Romana,Revisar,1,Cable Rear Pulldown,84,Cable,Back,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!206 (ID 0205); Animated GIFs!206 (ID 020513); Videos!172 (ID 020512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5702,Puxada Polia Romana,Revisar,2,Cable Pulldown,80,Cable,Back,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!199 (ID 0198); Illustrations!2213 (ID 2243); Animated GIFs!199 (ID 019813); Animated GIFs!2102 (ID 224313); Videos!166 (ID 019812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5702,Puxada Polia Romana,Revisar,3,Cable Wide Pulldown,71,Cable,Back,variação adicional no candidato: wide,Illustrations!198 (ID 0197); Animated GIFs!198 (ID 019713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5703,Remada Polia Romana,Revisar,1,Cable Palm Rotational Row,73,Cable,Back,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!1317 (ID 1319); Animated GIFs!1303 (ID 131913); Videos!1029 (ID 131912); Videos!9375 (ID 1152512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5703,Remada Polia Romana,Revisar,2,Cable Pendlay Row,73,Cable,Back,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8554 (ID 1057712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5703,Remada Polia Romana,Revisar,3,Cable Low Row with Rope Attachment,67,Cable,Back,"variação adicional no candidato: low, rope",Illustrations!4331 (ID 4391); Animated GIFs!4202 (ID 439113); Videos!2904 (ID 439112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5704,Remada Curvada Aberta com Barra,Correspondência forte,1,Barbell Bent Over Wide Grip Row,95,Barbell,Back,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!3686 (ID 3721); Animated GIFs!3561 (ID 372113); Videos!2475 (ID 372112); Videos!9173 (ID 1132312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5704,Remada Curvada Aberta com Barra,Correspondência forte,2,Barbell Bent Over Wide Row Plus,84,Barbell,Back,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3944 (ID 3992); Animated GIFs!3815 (ID 399213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5704,Remada Curvada Aberta com Barra,Correspondência forte,3,Barbell Bent Over Row,84,Barbell,Back,não descrito no candidato: wide,Illustrations!28 (ID 0027); Illustrations!2212 (ID 2242); Animated GIFs!28 (ID 002713); Animated GIFs!2101 (ID 224213); Videos!23 (ID 002712); Videos!1519 (ID 224212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5706,Crucifixo Inverso com Halter,Correspondência forte,1,Dumbbell Reverse Fly,95,Dumbbell,Shoulders,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!384 (ID 0383); Animated GIFs!384 (ID 038313); Videos!325 (ID 038312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5706,Crucifixo Inverso com Halter,Correspondência forte,2,Dumbbell Rotation Reverse Fly,82,Dumbbell,Shoulders,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!387 (ID 0386); Animated GIFs!387 (ID 038613),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5706,Crucifixo Inverso com Halter,Correspondência forte,3,Dumbbell Bent Over Reverse Fly to Hammer Curl (male),65,Dumbbell,Shoulders,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!5626 (ID 747512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5707,Remada Cavalinho,Revisar,1,Band squat row,62,Band,Back,não descrito no candidato: t; variação adicional no candidato: band,Illustrations!1004 (ID 1003); Animated GIFs!999 (ID 100313); Videos!794 (ID 100312); Videos!9239 (ID 1138912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5707,Remada Cavalinho,Revisar,2,Band seated row,59,Band,Back,"não descrito no candidato: t; variação adicional no candidato: band, seated",Illustrations!919 (ID 0918); Illustrations!3853 (ID 3896); Animated GIFs!914 (ID 091813); Animated GIFs!3724 (ID 389613); Videos!738 (ID 091812); Videos!2578 (ID 389612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5707,Remada Cavalinho,Revisar,3,Sitting Row on a Chair (female),58,Body weight,Back,não descrito no candidato: t,Videos!7195 (ID 910112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5708,Hiperextensão Lombar,Revisar,1,Band back extension,81,Band,Back,variação adicional no candidato: band,Illustrations!892 (ID 0891); Animated GIFs!887 (ID 089113),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5708,Hiperextensão Lombar,Revisar,2,Lever Back Extension (version 2),78,Leverage machine,"Back, Hips",variação adicional no candidato: lever,Illustrations!2236 (ID 2266); Animated GIFs!2125 (ID 226613),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5708,Hiperextensão Lombar,Revisar,3,Lying Back Extension (female),78,Body weight,Hips,variação adicional no candidato: lying,Illustrations!3175 (ID 3208); Illustrations!3195 (ID 3228); Animated GIFs!3057 (ID 320813); Videos!2135 (ID 320812); Videos!2148 (ID 322812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5709,Leg Press,Revisar,1,Smith Leg Press,71,Smith machine,Thighs,variação adicional no candidato: smith,Illustrations!761 (ID 0760); Animated GIFs!761 (ID 076013); Videos!622 (ID 076012); Videos!2408 (ID 361912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5709,Leg Press,Revisar,2,Smith Leg Press (female),71,Smith machine,"Hips, Thighs",variação adicional no candidato: smith,Illustrations!3585 (ID 3619); Animated GIFs!3460 (ID 361913),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5709,Leg Press,Revisar,3,Sled 45┬░ Leg Press,65,Sled machine,Hips,variação adicional no candidato: 45,Illustrations!740 (ID 0739),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5710,Agachamento com Halter,Correspondência forte,1,Dumbbell Squat,95,Dumbbell,Hips,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!414 (ID 0413); Videos!349 (ID 041312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5710,Agachamento com Halter,Correspondência forte,2,Dumbbell Squat,95,Dumbbell,Thighs,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!1553 (ID 1555); Animated GIFs!414 (ID 041313); Animated GIFs!1539 (ID 155513); Animated GIFs!2079 (ID 222013); Videos!1195 (ID 155512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5710,Agachamento com Halter,Correspondência forte,3,Dumbbell Squat (female),95,Dumbbell,"Hips, Thighs","Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!2190 (ID 2220),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5711,Leg Press 45,Correspondência forte,1,Sled 45┬░ Leg Press,90,Sled machine,Hips,"Correspondência terminológica revisada: movimento, equipamento e variante descrita compatíveis. Forte pelos metadados; execução visual não verificada.",Illustrations!740 (ID 0739); Animated GIFs!740 (ID 073913),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5711,Leg Press 45,Correspondência forte,2,Sled 45┬░ Leg Wide Press,67,Sled machine,Thighs,variação adicional no candidato: wide,Illustrations!741 (ID 0740); Animated GIFs!741 (ID 074013); Videos!604 (ID 074012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5711,Leg Press 45,Correspondência forte,3,Sled 45 degrees Leg Press (female),65,Sled machine,"Hips, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!2194 (ID 2224),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5712,Cadeira Flexora,Correspondência forte,1,Lever Seated Leg Curl,95,Leverage machine,Thighs,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!600 (ID 0599); Illustrations!2227 (ID 2257); Animated GIFs!600 (ID 059913); Animated GIFs!2116 (ID 225713); Videos!501 (ID 059912); Videos!1531 (ID 225712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5712,Cadeira Flexora,Correspondência forte,2,Lever Seated Leg Curl (plate loaded) (male),76,Leverage machine,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!6025 (ID 8604); Animated GIFs!5884 (ID 860413); Videos!6719 (ID 860412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5712,Cadeira Flexora,Correspondência forte,3,Lever Seated One Leg Curl,75,Leverage machine,Thighs,variação adicional no candidato: unilateral,Illustrations!1584 (ID 1586); Animated GIFs!1570 (ID 158613); Videos!1213 (ID 158612); Videos!3924 (ID 572712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5713,Gêmeos no Leg Press,Correspondência forte,1,Sled Calf Press On Leg Press,90,Sled machine,Calves,"Correspondência terminológica revisada: movimento, equipamento e variante descrita compatíveis. Forte pelos metadados; execução visual não verificada.",Illustrations!1389 (ID 1391); Illustrations!2182 (ID 2212); Animated GIFs!1375 (ID 139113); Animated GIFs!2071 (ID 221213); Videos!1080 (ID 139112); Videos!1491 (ID 221212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5713,Gêmeos no Leg Press,Correspondência forte,2,Sled Calf Press On Leg Press (female),84,Leverage machine,Calves,Nome semelhante; equivalência da execução ainda não confirmada.,Animated GIFs!2071 (ID 221213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5713,Gêmeos no Leg Press,Correspondência forte,3,Sled Lying Calf Press,74,Sled machine,Calves,variação adicional no candidato: lying,Illustrations!2302 (ID 2334); Animated GIFs!2191 (ID 233413); Videos!1595 (ID 233412); Videos!9388 (ID 1153812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5714,Afundo com Halter,Correspondência forte,1,Dumbbell Split Squat (female),95,Dumbbell,Thighs,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!2926 (ID 2959); Illustrations!2927 (ID 2960); Animated GIFs!2815 (ID 295913); Animated GIFs!2816 (ID 296013); Videos!1998 (ID 295912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5714,Afundo com Halter,Correspondência forte,2,Dumbbell Split Squat,95,Dumbbell,"Hips, Thighs","Nome equivalente após tradução e normalização, sem diferença explícita.",Videos!1999 (ID 296012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5714,Afundo com Halter,Correspondência forte,3,Dumbbell Low Split Squat (male),84,Dumbbell,Thighs,variação adicional no candidato: low,Illustrations!5578 (ID 6328); Animated GIFs!5445 (ID 632813); Videos!4492 (ID 632812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5715,Gêmeos Sentado,Revisar,1,Seated Calf Raise on a Chair (male),84,Body weight,Calves,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!6544 (ID 842912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5715,Gêmeos Sentado,Revisar,2,Smith Seated Calf Raise,81,Smith machine,Calves,variação adicional no candidato: smith,Illustrations!4310 (ID 4370); Animated GIFs!4181 (ID 437013); Videos!2890 (ID 437012); Videos!9262 (ID 1141212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5715,Gêmeos Sentado,Revisar,3,Weighted Seated Calf Raise,79,Weighted,Calves,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4105 (ID 4155); Illustrations!5200 (ID 5483); Animated GIFs!3976 (ID 415513); Animated GIFs!5068 (ID 548313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5716,Agachamento Smith,Correspondência forte,1,Smith Squat,95,Smith machine,Hips,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!771 (ID 0770); Videos!632 (ID 077012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5716,Agachamento Smith,Correspondência forte,2,Smith Squat,95,Smith machine,Thighs,"Nome equivalente após tradução e normalização, sem diferença explícita.",Animated GIFs!771 (ID 077013),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5716,Agachamento Smith,Correspondência forte,3,Smith Box Squat (female),81,Smith machine,Thighs,variação adicional no candidato: box,Videos!9430 (ID 1158012); Videos!9431 (ID 1158112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5717,Gêmeos no Smith,Correspondência forte,1,Smith Calf Raise (version 2),95,Smith machine,Calves,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!1164 (ID 1164); Animated GIFs!1157 (ID 116413); Videos!920 (ID 116412); Videos!3927 (ID 573012); Videos!8735 (ID 1078312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5717,Gêmeos no Smith,Correspondência forte,2,Smith Calf Raise (with block),84,Smith machine,Calves,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!1050 (ID 1050); Animated GIFs!1043 (ID 105013),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5717,Gêmeos no Smith,Correspondência forte,3,Smith Donkey Calf Raise (male),82,Smith machine,Calves,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8129 (ID 1007512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5718,Glúteo 4 Apoios,Correspondência forte,1,Hip Extension On Knees,90,Body weight,"Back, Hips, Waist","Correspondência terminológica revisada: movimento, equipamento e variante descrita compatíveis. Forte pelos metadados; execução visual não verificada.",Illustrations!2113 (ID 2115); Animated GIFs!2004 (ID 211513),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
5718,Glúteo 4 Apoios,Correspondência forte,2,Lever Hip Extension (VERSION 2),70,Leverage machine,Hips,não descrito no candidato: kneeling; variação adicional no candidato: lever,Illustrations!2255 (ID 2286); Animated GIFs!2144 (ID 228613); Videos!1560 (ID 228612); Videos!7742 (ID 968812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
